dep,nom,cp,nb_hab_2010,nb_hab_1999,nb_hab_2012,dens,surf,long,lat,alt_min,alt_max
71,Sainte-Radegonde,71320,178,210,200,7,22.95,4.06667,46.6833,255,470
71,Saint-Sernin-du-Bois,71200,1808,1721,1800,123,14.67,4.43333,46.8333,318,537
71,Massilly,71250,374,362,400,68,5.44,4.66667,46.4833,212,306
71,Oyé,71610,290,285,300,15,18.38,4.18333,46.3167,273,497
71,Montceaux-Ragny,71240,36,56,0,14,2.53,4.85,46.6167,245,425
71,Ouroux-sur-Saône,71370,2987,2501,2900,132,22.62,4.95,46.7167,171,197
71,Dampierre-en-Bresse,71310,167,130,200,15,11.09,5.2,46.8333,181,214
71,Mâcon,71870,34040,34472,34300,1258,27.04,4.83333,46.3,167,347
71,Préty,71290,562,556,600,45,12.4,4.93333,46.5333,167,212
71,Lessard-le-National,71530,602,548,600,57,10.56,4.83333,46.8667,185,229
71,Sennecey-le-Grand,71240,3101,2957,3000,115,26.76,4.86667,46.65,173,375
71,Montmelard,71520,322,333,300,14,22.35,4.41667,46.3333,345,765
71,Bussières,71960,592,535,600,145,4.08,4.70112,46.3392,219,405
71,Saint-Symphorien-d'Ancelles,71570,1069,874,1000,174,6.13,4.76667,46.2,168,198
71,Cronat,71140,570,558,600,9,60.62,3.68333,46.7228,196,277
71,Vergisson,71960,245,247,200,42,5.77,4.71667,46.3,255,575
71,Collonge-la-Madeleine,71360,46,62,100,8,5.29,4.51667,46.9333,360,457
71,Ciel,71350,751,600,700,43,17.19,5.05,46.8833,173,196
71,La Salle,71260,561,440,500,98,5.67,4.86667,46.4,168,252
71,Saint-Vérand,71570,178,182,200,72,2.45,4.73556,46.2545,220,475
71,Melay,71340,933,820,900,25,36.5,4.01695,46.2137,245,353
71,La Villeneuve,71270,220,204,200,29,7.35,5.16667,46.95,176,193
71,Chalon-sur-Saône,71100,44985,50110,46000,2955,15.22,4.85,46.7833,172,192
71,Savigny-en-Revermont,71580,1180,921,1100,43,27.21,5.41667,46.6333,188,223
71,Torpes,71270,394,364,400,25,15.7,5.33333,46.8333,182,212
71,Le Puley,71460,86,110,100,16,5.3,4.55,46.6833,249,421
71,Saint-Point,71630,344,316,300,24,14.24,4.61667,46.3333,296,746
71,Marizy,71220,465,453,500,15,30.75,4.41667,46.5667,304,463
71,Saunières,71350,87,93,100,11,7.4,5.08333,46.9,173,180
71,Royer,71700,126,117,100,21,5.89,4.81667,46.55,235,422
71,Marnay,71240,504,447,500,99,5.08,4.91667,46.7,171,180
71,Vers,71240,204,159,200,48,4.18,4.85,46.5833,203,462
71,La Loyère,71530,473,375,500,81,5.77,4.83333,46.8333,177,204
71,Saint-Ythaire,71460,132,122,100,14,9.3,4.61667,46.5667,243,411
71,Oslon,71380,1329,982,1300,279,4.76,4.91667,46.7833,179,214
71,Le Miroir,71480,565,494,600,30,18.48,5.33333,46.5167,187,226
71,Palleau,71350,201,109,200,18,10.68,5.03333,46.95,175,205
71,Saint-Huruge,71460,63,50,100,15,4.03,4.56667,46.5833,218,335
71,Martailly-lès-Brancion,71700,119,139,100,13,8.85,4.8,46.5333,214,476
71,Saint-Léger-lès-Paray,71600,634,582,600,47,13.37,4.08917,46.4734,234,303
71,Cluny,71250,4638,4371,4600,195,23.71,4.65,46.4333,226,574
71,Clermain,71520,232,196,200,40,5.78,4.58333,46.3667,262,545
71,Saint-Vincent-Bragny,71430,982,852,1000,23,41,4.125,46.5342,241,332
71,Montbellet,71260,784,654,800,39,19.78,4.86667,46.4833,169,340
71,Sivignon,71220,168,202,200,13,12.5,4.5,46.4167,274,509
71,Milly-Lamartine,71960,332,305,300,115,2.88,4.7,46.35,237,506
71,Charolles,71120,2794,3026,2800,139,19.98,4.28333,46.4333,272,355
71,Cressy-sur-Somme,71760,233,210,200,8,28.13,3.86667,46.7,232,392
71,Saint-Boil,71940,471,406,500,40,11.66,4.68333,46.65,193,366
71,Varennes-lès-Mâcon,71000,554,480,500,116,4.75,4.8,46.2667,167,184
71,La Chapelle-du-Mont-de-France,71520,174,172,200,19,9.11,4.53584,46.382,294,546
71,Vinzelles,71680,733,712,700,165,4.43,4.76667,46.2667,170,303
71,Sologny,71960,560,458,500,52,10.65,4.68333,46.35,260,602
71,Beauvernois,71270,90,82,100,10,8.94,5.4385,46.8333,191,218
71,Dyo,71610,342,327,300,21,15.8,4.28333,46.35,288,469
71,Gilly-sur-Loire,71160,478,536,500,21,22.63,3.78333,46.5333,207,311
71,Péronne,71260,580,456,500,54,10.56,4.81667,46.4333,222,441
71,Tavernay,71400,513,520,500,20,25.56,4.23333,47.0167,294,480
71,Prissé,71960,1767,1633,1700,162,10.85,4.75,46.3167,192,401
71,Saint-Denis-de-Vaux,71640,277,247,300,74,3.71,4.7,46.8,230,431
71,Donzy-le-Pertuis,71250,157,132,200,25,6.11,4.71667,46.45,294,571
71,Dompierre-les-Ormes,71520,949,794,900,31,30.23,4.48333,46.35,316,705
71,Vindecy,71110,260,268,300,15,16.56,4.01667,46.35,233,264
71,Longepierre,71270,183,167,200,15,12.05,5.2,46.9333,173,182
71,L'Abergement-Sainte-Colombe,71370,1110,933,1100,56,19.53,5.00695,46.7525,181,217
71,Serrigny-en-Bresse,71310,192,130,200,15,12.36,5.11667,46.8167,182,204
71,Viry,71120,247,245,200,12,20.14,4.33333,46.2833,279,430
71,Flacey-en-Bresse,71580,362,353,400,26,13.72,5.4,46.6,188,220
71,Saint-Maurice-lès-Couches,71490,169,160,200,36,4.69,4.6,46.8833,236,385
71,Tintry,71490,80,68,100,8,9.66,4.5,46.9333,345,472
71,Champforgeuil,71530,2315,2185,2200,317,7.29,4.83333,46.8167,174,201
71,Saint-Gervais-en-Vallière,71350,420,304,400,25,16.27,4.95,46.9333,178,206
71,Saint-Didier-sur-Arroux,71190,241,273,200,8,27.94,4.11667,46.8333,263,470
71,Saint-Maurice-de-Satonnay,71260,416,346,400,40,10.33,4.78333,46.4167,201,343
71,Saint-Pierre-de-Varennes,71670,822,830,800,35,23.08,4.5,46.8333,285,490
71,Dompierre-sous-Sanvignes,71420,71,79,100,5,13.58,4.22528,46.652,275,344
71,Ormes,71290,517,437,500,52,9.8,4.96667,46.6333,167,214
71,Allerey-sur-Saône,71350,785,617,800,47,16.42,4.98278,46.9059,172,205
71,Curdin,71130,321,319,300,40,8,3.98333,46.6,258,352
71,Bordes,71350,99,86,100,43,2.28,5.02889,46.8964,172,179
71,Uchizy,71700,788,729,800,63,12.49,4.88333,46.5,169,325
71,Gueugnon,71130,7512,8564,7800,263,28.51,4.06667,46.6,233,352
71,Chissey-lès-Mâcon,71460,254,226,200,16,15.28,4.73333,46.5167,212,551
71,Vitry-lès-Cluny,71250,67,56,100,14,4.71,4.58333,46.4833,213,355
71,Saint-Gengoux-de-Scissé,71260,597,533,600,54,10.9,4.78333,46.4667,255,530
71,La Chapelle-sous-Uchon,71190,184,211,200,11,16.59,4.23333,46.8333,285,605
71,Crêches-sur-Saône,71680,2846,2754,2800,305,9.33,4.78333,46.25,169,230
71,Varennes-le-Grand,71240,2336,2058,2300,122,19.08,4.88333,46.7167,172,206
71,Montcoy,71620,274,202,300,30,9.06,5,46.8,177,214
71,Écuisses,71210,1670,1673,1700,124,13.38,4.53333,46.75,270,431
71,La Racineuse,71310,160,117,200,22,7.11,5.15,46.8333,182,197
71,Sampigny-lès-Maranges,71150,162,155,200,59,2.7,4.65,46.9,229,390
71,Chauffailles,71170,3922,4118,4000,173,22.63,4.33333,46.2,352,653
71,Montcenis,71710,2217,2351,2200,179,12.33,4.38333,46.7833,310,513
71,Saint-Martin-en-Gâtinois,71350,115,109,100,15,7.29,5.01667,46.9333,175,200
71,Saint-Martin-du-Tartre,71460,158,151,200,19,8.03,4.61667,46.6333,242,452
71,Fragnes,71530,1000,895,1000,259,3.86,4.83333,46.8333,178,191
71,Rosey,71390,165,166,200,38,4.24,4.7,46.75,193,335
71,Toutenant,71350,185,156,200,13,13.62,5.11667,46.8667,177,193
71,Saint-Martin-du-Mont,71580,217,146,200,41,5.26,5.29167,46.6167,181,204
71,Dracy-lès-Couches,71490,170,185,200,20,8.27,4.58333,46.8833,285,448
71,Lessard-en-Bresse,71440,528,425,500,64,8.2,5.08333,46.7333,187,214
71,Mont-Saint-Vincent,71690,335,315,300,24,13.6,4.48333,46.6333,320,601
71,Génelard,71420,1432,1579,1400,64,22.13,4.23333,46.5833,257,345
71,Baudemont,71800,678,708,700,85,7.97,4.28528,46.2873,333,442
71,Bissy-la-Mâconnaise,71260,212,177,200,42,4.96,4.78333,46.4833,243,530
71,Charbonnières,71260,350,322,300,83,4.17,4.83333,46.3833,181,277
71,Saint-Aubin-sur-Loire,71140,317,323,300,29,10.86,3.75,46.5667,207,311
71,Bouzeron,71150,152,145,200,41,3.7,4.73333,46.8833,221,405
71,Rully,71150,1615,1462,1600,103,15.61,4.75,46.8667,194,407
71,Aluze,71510,235,217,200,39,6.01,4.68333,46.85,260,405
71,La Frette,71440,221,212,200,19,11.22,5.05,46.6333,179,213
71,Moroges,71390,579,543,600,66,8.72,4.68333,46.75,239,467
71,Beaurepaire-en-Bresse,71580,628,514,600,60,10.42,5.38333,46.6667,193,222
71,Saint-Étienne-en-Bresse,71370,845,731,800,43,19.41,5.05,46.7,180,210
71,Sigy-le-Châtel,71250,91,103,100,13,6.95,4.58333,46.55,217,388
71,Charrecey,71510,294,313,300,53,5.48,4.66667,46.8333,290,455
71,Marigny,71690,150,118,100,6,22.3,4.46667,46.6833,288,431
71,Saint-Martin-de-Commune,71490,118,103,100,8,14.57,4.51667,46.9,363,464
71,Lournand,71250,335,321,300,29,11.22,4.65,46.45,222,506
71,Saint-Symphorien-de-Marmagne,71710,861,808,900,23,37.31,4.33333,46.8333,286,635
71,Grevilly,71700,34,37,0,12,2.65,4.81667,46.5167,299,401
71,Bosjean,71330,314,285,300,16,18.64,5.33333,46.7667,181,214
71,La Chapelle-sous-Brancion,71700,126,140,100,12,9.94,4.78333,46.55,202,415
71,Givry,71640,3724,3598,3700,143,26.03,4.74306,46.7823,181,447
71,Varenne-Saint-Germain,71600,675,551,700,43,15.62,4.02528,46.4289,227,278
71,Villegaudin,71620,202,108,200,22,8.96,5.1,46.8,185,213
71,Dommartin-lès-Cuiseaux,71480,796,636,800,42,18.86,5.3,46.5,182,226
71,Blanzy,71450,6633,7064,6700,166,39.95,4.38333,46.7,277,399
71,Burgy,71260,108,90,100,37,2.87,4.83333,46.4667,207,441
71,Loisy,71290,585,530,600,39,14.64,5.03333,46.5833,172,217
71,Ballore,71220,83,84,100,7,10.75,4.36667,46.5333,312,391
71,Bonnay,71460,300,249,300,25,11.99,4.61667,46.55,197,378
71,Montagny-lès-Buxy,71390,219,223,200,41,5.27,4.66667,46.7,245,415
71,Saint-Agnan,71160,722,605,700,28,25.72,3.88,46.5048,216,332
71,Saint-Maurice-des-Champs,71460,61,53,100,10,5.83,4.61667,46.6333,275,408
71,Tramayes,71520,978,908,1000,52,18.6,4.6,46.3,317,755
71,Varenne-l'Arconce,71110,128,142,100,15,8.3,4.15,46.3333,258,372
71,Farges-lès-Chalon,71150,716,621,700,181,3.94,4.8,46.8333,183,204
71,Clessé,71260,829,700,800,82,10.06,4.81667,46.4167,200,326
71,Vareilles,71800,234,216,200,27,8.62,4.26056,46.2984,357,510
71,Rancy,71290,565,515,500,98,5.76,5.08333,46.6,176,199
71,Curtil-sous-Burnand,71460,126,138,100,15,8.34,4.61667,46.5833,209,402
71,Bourg-le-Comte,71110,209,202,200,18,11.4,3.98333,46.3,238,316
71,Sainte-Foy,71110,124,134,100,14,8.3,4.12889,46.2778,339,549
71,La Guiche,71220,618,645,600,22,27.77,4.45,46.55,332,469
71,Fleurville,71260,478,471,500,122,3.91,4.88333,46.45,168,205
71,Charmoy,71710,271,279,300,6,39.54,4.33306,46.7562,295,643
71,Trivy,71520,272,241,300,23,11.64,4.5,46.3833,318,511
71,Saint-Igny-de-Roche,71170,730,578,700,91,7.94,4.3,46.1833,339,520
71,Anglure-sous-Dun,71170,170,148,200,24,7,4.36667,46.2333,373,601
71,Saint-Marcelin-de-Cray,71460,182,140,200,13,13.58,4.53333,46.5667,218,445
71,Allériot,71380,979,812,900,72,13.46,4.95,46.8167,173,214
71,Solutré-Pouilly,71960,370,424,400,60,6.16,4.71667,46.3,208,530
71,Mailly,71340,153,175,200,27,5.47,4.11667,46.2167,316,460
71,Remigny,71150,440,398,400,179,2.45,4.71667,46.9,208,340
71,Saint-Symphorien-des-Bois,71800,409,409,400,38,10.65,4.28333,46.3333,365,462
71,Saint-Julien-sur-Dheune,71210,248,218,200,46,5.32,4.53333,46.7667,252,367
71,Céron,71110,287,272,300,12,23.53,3.93333,46.2833,247,333
71,Perrecy-les-Forges,71420,1746,1825,1700,51,33.82,4.2,46.6167,264,353
71,Davayé,71960,679,616,700,162,4.17,4.73333,46.3,185,325
71,Charbonnat,71320,239,251,200,10,22.23,4.11667,46.7833,257,472
71,Saint-Eusèbe,71210,1092,1064,1100,51,21.21,4.46667,46.7167,284,401
71,Saint-Marcel,71380,5812,4703,5800,571,10.17,4.9,46.7833,172,194
71,Diconne,71330,334,215,300,20,15.94,5.13333,46.7667,188,215
71,Vitry-en-Charollais,71600,1117,962,1100,52,21.24,4.05953,46.4548,229,277
71,Ménetreuil,71470,390,338,400,25,15.04,5.1,46.5833,174,203
71,La Clayette,71800,1884,2069,1900,603,3.12,4.3,46.2833,336,437
71,Clux,71270,110,104,100,13,8.01,5.18333,46.95,176,195
71,Santilly,71460,141,107,100,19,7.22,4.7,46.6167,187,295
71,Saint-Mard-de-Vaux,71640,279,242,300,42,6.63,4.68333,46.8167,249,502
71,Brion,71190,348,372,300,21,16.57,4.20833,46.9083,279,654
71,Mazille,71250,399,376,400,42,9.48,4.6,46.3833,252,476
71,Vire,71260,1104,959,1100,97,11.28,4.83333,46.45,177,441
71,Épervans,71380,1616,1464,1600,129,12.5,4.9,46.75,170,197
71,Toulon-sur-Arroux,71320,1618,1631,1600,36,43.73,4.13333,46.6833,245,391
71,Saint-Gengoux-le-National,71460,1049,1050,1100,112,9.36,4.65,46.6167,193,390
71,Sainte-Hélène,71390,450,401,400,31,14.27,4.65,46.75,282,496
71,Morey,71510,201,156,200,15,13.32,4.6,46.8,242,438
71,Buxy,71390,2182,2097,2200,183,11.92,4.68333,46.7167,186,428
71,Ciry-le-Noble,71420,2380,2474,2400,71,33.07,4.3,46.6,262,422
71,Authumes,71270,253,199,200,19,12.88,5.3,46.8833,180,213
71,Bey,71620,796,633,800,89,8.92,4.96667,46.8167,174,206
71,Mornay,71220,129,164,100,6,20.18,4.38333,46.5,290,432
71,Saint-Loup-Géanges,71133,1563,764,1500,60,25.72,4.9,46.95,180,221
71,Barizey,71640,133,128,100,23,5.58,4.68333,46.7833,234,465
71,Saint-Prix,71990,211,225,200,6,34.14,4.06667,46.95,385,901
71,Roussillon-en-Morvan,71550,277,310,300,9,30.59,4.1,47.0167,370,845
71,Virey-le-Grand,71530,1281,1172,1300,101,12.65,4.86584,46.8428,178,215
71,Uxeau,71130,523,574,500,15,32.75,4.01667,46.6667,244,505
71,Chamilly,71510,123,115,100,26,4.7,4.68333,46.8667,304,451
71,Châtenoy-le-Royal,71880,5906,5938,6000,470,12.55,4.8,46.7833,172,206
71,Vaudebarrier,71120,237,244,200,29,8,4.31667,46.4167,282,358
71,Savianges,71460,76,80,100,11,6.56,4.6,46.6833,252,419
71,Paris-l'Hôpital,71150,252,204,200,91,2.74,4.63333,46.9167,245,398
71,Châteauneuf,71740,116,110,100,86,1.34,4.25473,46.2125,286,400
71,Collonge-en-Charollais,71460,134,117,100,11,12.17,4.53333,46.6333,234,489
71,Sassangy,71390,169,144,200,27,6.25,4.63333,46.7167,269,440
71,Vincelles,71500,424,378,400,75,5.61,5.23639,46.6595,177,204
71,Saint-Maurice-en-Rivière,71620,554,437,600,29,18.57,5.01667,46.85,173,193
71,Nanton,71240,600,487,600,42,14.03,4.8,46.6167,182,476
71,Saint-Léger-du-Bois,71360,556,520,500,26,21.26,4.45,47.0167,299,413
71,La Chapelle-Naude,71500,518,437,500,27,19.06,5.18333,46.6,177,205
71,Baudrières,71370,892,797,900,33,27,5,46.6667,172,216
71,La Chapelle-au-Mans,71130,258,273,300,9,27.5,3.96667,46.6333,255,401
71,Autun,71400,14256,16425,14900,231,61.52,4.3,46.95,280,642
71,Curgy,71400,1102,1138,1100,34,31.58,4.38333,46.9833,299,537
71,Saint-Martin-d'Auxy,71390,90,61,100,12,7.32,4.55,46.7167,285,463
71,Saint-Loup-de-Varennes,71240,1131,1017,1100,135,8.32,4.86056,46.7278,171,205
71,Épinac,71360,2341,2522,2400,90,25.77,4.51389,46.9914,314,475
71,Mesvres,71190,789,840,800,33,23.46,4.25,46.8667,273,645
71,Bourbon-Lancy,71140,5260,5632,5300,94,55.73,3.78333,46.6167,202,346
71,Verdun-sur-le-Doubs,71350,1138,1198,1100,156,7.27,5.01667,46.9,173,180
71,Farges-lès-Mâcon,71700,207,170,200,36,5.73,4.9,46.5167,168,322
71,Mervans,71310,1374,1168,1400,47,28.78,5.18333,46.8,183,214
71,Thil-sur-Arroux,71190,150,144,100,11,13.44,4.1,46.8,261,472
71,Saint-Gervais-sur-Couches,71490,212,195,200,10,20.47,4.58333,46.9167,367,510
71,Cussy-en-Morvan,71550,458,464,500,13,34.77,4.16667,47.0833,365,720
71,Chardonnay,71700,187,162,200,29,6.37,4.86667,46.5,220,375
71,Champagnat,71480,496,484,500,37,13.18,5.38333,46.4833,196,611
71,Pouilloux,71230,1034,805,1000,56,18.4,4.36667,46.6,267,405
71,Brienne,71290,449,311,400,79,5.65,5.01667,46.5667,172,199
71,Passy,71220,60,74,100,13,4.36,4.53333,46.5333,227,382
71,Sainte-Cécile,71250,283,251,300,38,7.26,4.61667,46.3833,249,544
71,Antully,71400,818,861,800,22,37.13,4.41667,46.9,470,579
71,Rigny-sur-Arroux,71160,654,619,600,13,48.17,4.01667,46.5333,227,347
71,Maltat,71140,284,306,300,9,31.35,3.81667,46.6833,220,438
71,Mont,71140,195,194,200,12,16.18,3.83333,46.6167,248,466
71,Cruzille,71260,239,231,200,21,11.11,4.8,46.5,230,476
71,Malay,71460,250,214,300,20,12.14,4.68333,46.5667,194,320
71,Boyer,71700,689,638,700,40,16.93,4.88333,46.5833,169,305
72,Nouans,72260,284,249,300,28,9.96,0.216667,48.2333,58,88
72,Lignières-la-Carelle,72610,409,353,400,60,6.75,0.183333,48.4333,135,156
72,Saint-Jean-de-la-Motte,72510,903,844,900,28,32.03,0.066667,47.75,40,109
72,Requeil,72510,1199,1021,1100,86,13.89,0.166667,47.7833,48,100
72,Noyen-sur-Sarthe,72430,2611,2288,2600,59,43.58,-0.1,47.8667,27,85
72,Peray,72260,63,50,100,25,2.45,0.366667,48.25,62,96
72,Teloché,72220,3016,2661,3000,132,22.79,0.266667,47.8833,57,101
72,Valennes,72320,338,353,400,12,26.7,0.816667,48,95,174
72,Parigné-le-Pôlin,72330,1079,892,1100,77,13.85,0.116667,47.85,37,113
72,Montigny,72670,40,51,0,10,3.85,0.183333,48.45,133,156
72,Brette-les-Pins,72250,2105,1492,2000,145,14.51,0.333333,47.9167,61,139
72,Villaines-sous-Malicorne,72270,1000,743,1000,52,19.16,-0.1,47.7667,40,94
72,Assé-le-Boisne,72130,898,796,900,31,28.39,-0.00805556,48.3333,69,213
72,La Chapelle-Huon,72310,549,593,500,29,18.65,0.75,47.85,67,156
72,Rouessé-Vassé,72140,802,741,800,25,31.49,-0.2,48.1667,107,302
72,Pirmil,72430,481,382,500,27,17.4,-0.1,47.9167,34,94
72,Dangeul,72260,498,510,500,36,13.64,0.25,48.25,62,104
72,La Milesse,72650,2385,2263,2400,229,10.41,0.133333,48.0667,48,129
72,Saint-Denis-d'Orques,72350,894,816,900,18,47.17,-0.266667,48.0333,59,228
72,Le Mans,72000-72100,142626,146064,143500,2700,52.81,0.2,48,38,134
72,Souillé,72380,682,365,600,149,4.57,0.183333,48.1167,49,87
72,Sillé-le-Guillaume,72140,2364,2587,2400,183,12.9,-0.133333,48.2,115,260
72,Clermont-Créans,72200,1256,1000,1200,70,17.82,-0.016667,47.7167,27,107
72,Trangé,72650,1385,1040,1400,124,11.11,0.116667,48.0333,57,129
72,Ligron,72270,481,358,500,35,13.48,0.016667,47.7667,53,108
72,Panon,72600,38,28,0,16,2.37,0.3,48.3333,112,147
72,Chenay,72610,202,108,200,93,2.16,0.166667,48.45,132,156
72,Fay,72550,606,505,600,63,9.48,0.0705556,48.0081,57,127
72,Saint-Léonard-des-Bois,72590,535,505,500,19,27.12,-0.083333,48.3667,87,241
72,Saint-Marceau,72170,493,405,500,55,8.91,0.133333,48.1833,52,107
72,Saint-Mars-d'Outillé,72220,2250,1835,2200,59,38.04,0.333333,47.8667,74,168
72,Cures,72240,529,474,500,46,11.5,-0.005,48.1,77,176
72,Mont-Saint-Jean,72140,669,603,600,15,42.31,-0.1,48.25,95,271
72,Bourg-le-Roi,72610,324,327,300,899,0.36,0.133333,48.3333,95,137
72,Ardenay-sur-Mérize,72370,488,424,500,41,11.67,0.416667,48,65,123
72,Poncé-sur-le-Loir,72340,382,428,400,55,6.92,0.655278,47.762,55,153
72,Vancé,72310,340,329,400,27,12.47,0.65,47.8333,77,156
72,Doucelles,72170,241,166,200,53,4.48,0.166667,48.25,67,86
72,Moncé-en-Saosnois,72260,266,236,300,30,8.81,0.383333,48.2833,68,112
72,Marçon,72340,1024,984,1000,34,30.05,0.516667,47.7167,47,133
72,Ancinnes,72610,896,910,900,32,27.21,0.183333,48.3667,92,242
72,Nauvay,72260,15,18,0,5,2.71,0.4,48.25,64,87
72,Saint-Vincent-du-Lorouër,72150,933,830,900,34,26.96,0.483333,47.8333,66,166
72,Gesnes-le-Gandelin,72130,968,742,1000,75,12.88,0.016667,48.35,114,200
72,Saint-Paul-le-Gaultier,72590,294,259,300,19,15.15,-0.1,48.3167,84,243
72,Fatines,72470,760,629,700,139,5.44,0.35,48.05,52,71
72,Nogent-sur-Loir,72500,413,379,400,38,10.81,0.4,47.6667,40,112
72,Berfay,72320,364,348,400,19,18.28,0.766667,48,121,181
72,Livet-en-Saosnois,72610,76,71,100,47,1.6,0.216667,48.3667,117,203
72,Pincé,72300,196,187,200,34,5.76,-0.366667,47.8,21,53
72,Chassé,72670,174,150,200,24,7.23,0.2,48.45,133,156
72,Saint-Calez-en-Saosnois,72600,170,166,200,23,7.19,0.3,48.3167,83,156
72,Saint-Ouen-en-Belin,72220,1333,1050,1300,88,15.14,0.216667,47.8333,46,112
72,Volnay,72440,853,697,800,42,19.84,0.466667,47.9333,80,154
72,Mamers,72600,5473,6087,5600,1083,5.05,0.383333,48.35,105,172
72,Poillé-sur-Vègre,72350,654,554,700,37,17.57,-0.266667,47.9167,38,96
72,Bethon,72610,339,275,300,88,3.85,0.083333,48.3667,133,196
72,Saint-Biez-en-Belin,72220,721,562,700,77,9.27,0.233333,47.8167,56,86
72,Mézeray,72270,1824,1487,1700,55,32.95,-0.016667,47.8333,31,93
72,Thorée-les-Pins,72800,684,616,700,24,28.18,0.05,47.6833,28,87
72,Changé,72560,6164,5188,5900,175,35.06,0.283333,47.9833,49,127
72,Dissé-sous-le-Lude,72800,579,554,600,25,22.37,0.15,47.6167,38,111
72,Saint-Rémy-de-Sillé,72140,760,790,800,67,11.25,-0.083333,48.1833,119,287
72,Saint-Christophe-du-Jambet,72170,209,220,200,18,11.24,0.033333,48.2333,62,192
72,Vallon-sur-Gée,72540,818,695,800,47,17.15,-0.066667,47.9667,42,101
72,Moitron-sur-Sarthe,72170,229,159,200,22,10.32,0.033333,48.2333,62,192
72,Auvers-sous-Montfaucon,72540,237,189,200,31,7.49,-0.066667,48.0167,57,116
72,Chérisay,72610,308,220,300,38,7.99,0.1,48.35,89,152
72,Louplande,72210,1517,1193,1500,82,18.47,-0.05,47.95,43,102
72,Saint-Cosme-en-Vairais,72110,2005,1912,2000,61,32.63,0.46,48.2739,67,180
72,Allonnes,72700,11064,12332,11100,612,18.07,0.15,47.9667,38,82
72,Beaumont-sur-Sarthe,72170,2097,1985,2100,315,6.64,0.133333,48.2167,57,103
72,Avèze,72400,757,643,800,36,20.81,0.683333,48.2333,85,189
72,Torcé-en-Vallée,72110,1283,815,1200,76,16.86,0.416667,48.1333,71,146
72,Yvré-l'Évêque,72530,4375,4227,4400,158,27.61,0.266667,48.0167,44,118
72,Savigné-sous-le-Lude,72800,431,468,400,12,33.84,0.066667,47.6167,38,89
72,Arthezé,72270,375,297,400,43,8.65,-0.116667,47.7833,32,85
72,Contilly,72600,144,161,200,11,12.48,0.366667,48.4,138,217
72,Champrond,72320,82,100,100,13,5.98,0.745556,48.0775,119,138
72,Souvigné-sur-Sarthe,72300,610,523,600,35,17.06,-0.383333,47.8333,22,101
72,Marollette,72600,137,117,100,24,5.7,0.351111,48.3698,118,189
72,Bousse,72270,441,384,400,36,12.02,-0.05,47.7667,39,103
72,Luceau,72500,1280,1043,1200,68,18.77,0.4,47.7167,55,147
72,Saint-Rémy-des-Monts,72600,680,643,700,67,10.12,0.4,48.3,80,145
72,Parcé-sur-Sarthe,72300,2077,1810,2100,51,40.58,-0.2,47.85,22,70
72,Boëssé-le-Sec,72400,632,597,600,53,11.76,0.566667,48.1333,72,163
72,Courcelles-la-Forêt,72270,425,406,400,21,19.6,-0.016667,47.7833,36,108
72,Joué-en-Charnie,72540,629,517,600,26,23.53,-0.183333,48.0167,62,165
72,Oisseau-le-Petit,72610,704,687,700,81,8.6,0.083333,48.35,96,190
72,Saint-Mars-sous-Ballon,72290,880,619,900,48,18.2,0.25,48.1667,54,130
72,Roullée,72670,249,220,300,12,19.93,0.3,48.4667,136,193
72,Beaumont-sur-Dême,72340,350,337,300,25,13.49,0.566667,47.7,57,129
72,Melleray,72320,485,492,500,18,25.9,0.8,48.1,122,251
72,Prévelles,72110,231,145,200,48,4.81,0.483333,48.15,105,158
72,Ruillé-sur-Loir,72340,1173,1202,1200,29,39.48,0.616667,47.75,53,149
72,Sablé-sur-Sarthe,72300,12466,12723,12300,337,36.92,-0.333333,47.8333,22,70
72,Théligny,72320,214,176,200,14,14.31,0.8,48.1667,144,236
72,Saint-Hilaire-le-Lierru,72160,137,117,100,30,4.5,0.533333,48.1167,70,120
72,Saint-Célerin,72110,766,415,700,56,13.47,0.433333,48.1167,79,151
72,Sargé-lès-le-Mans,72190,3541,3477,3600,255,13.85,0.233333,48.0333,59,126
72,Mareil-en-Champagne,72540,327,280,300,41,7.97,-0.166667,47.9833,52,127
72,Beaufay,72110,1359,1104,1300,56,23.87,0.366667,48.15,61,143
72,Nogent-le-Bernard,72110,899,797,900,29,30.26,0.483333,48.2333,75,196
72,Saint-Gervais-de-Vic,72120,383,399,400,23,16.03,0.733333,47.8833,75,153
72,Lhomme,72340,910,906,1000,49,18.32,0.55,47.75,49,140
72,Chantenay-Villedieu,72430,884,729,900,31,27.74,-0.166667,47.9167,35,101
72,Saint-Saturnin,72650,2497,1997,2300,258,9.66,0.15,48.05,43,100
72,Champagne,72470,3757,3293,3600,269,13.94,0.333333,48.0333,52,126
72,Maresché,72170,869,700,900,57,15.01,0.166667,48.2,56,111
72,Saint-Corneille,72460,1130,826,1000,101,11.16,0.35,48.0667,52,75
72,Dollon,72390,1482,1236,1400,58,25.33,0.583333,48.0333,71,177
72,Chevillé,72350,406,323,400,28,14.23,-0.216667,47.95,42,121
72,Auvers-le-Hamon,72300,1524,1374,1500,31,47.83,-0.35,47.9,29,93
72,Sillé-le-Philippe,72460,1089,867,1100,102,10.6,0.35,48.1167,59,139
72,Crissé,72140,552,468,500,26,20.83,-0.066667,48.1667,86,288
